Name,Affiliation,Google Scholar Profile ,ORCID Profile ,Research Gate Profile,Resarch Interests/Focus,Tags,Collaborators,Notes
Maxine Davis,Rutgers University--New Brunswick,https://scholar.google.com/citations?hl=en&user=PBnCrpoAAAAJ,https://orcid.org/0000-0003-1653-4464,https://www.researchgate.net/profile/Maxine-Davis-3,Intimate Partner Violence/Abuse (IPV/A) Perpetration; Health/Wellbeing of Black/African American & Latinx Populations; Program Evaluation; Community Based Participatory Research; Culturally Relevant Psychometric Measurement; Social Policy,,,
Antoinette Farmer,Rutgers University--New Brunswick,https://scholar.google.com/citations?hl=en&user=jD-NblEAAAAJ,https://orcid.org/0000-0001-9164-2348,n/a,"parenting behavior, religion and spirituality, adolescent high risk behaviors, and the evaluation of social work practice",,,
Adrian Gale,Rutgers University--New Brunswick,https://scholar.google.com/citations?hl=en&user=Fdu2hOkAAAAJ,https://orcid.org/0000-0002-3165-3034,https://www.researchgate.net/profile/Adrian-Gale,"Black youth’s schooling experiences in general, and Black boys’ experiences in particular, contribute to the achievement gap",,,
Chien-Chung Huang,Rutgers University--New Brunswick,https://scholar.google.com/citations?hl=en&user=v6uTprUAAAAJ,https://orcid.org/0000-0003-2297-1468,n/a,"international social work, nonprofit management and philanthropy, social welfare policy, poverty and welfare reform, and domestic violence",,,
Michael Myungkook Joo,Rutgers University--New Brunswick,n/a,https://orcid.org/0000-0002-6736-930X,https://www.researchgate.net/profile/Michael-Joo-5,"early childhood development, analyses of policies and programs designed to help low-income children, and effects of poverty and economic inequality on children's outcomes",,,
Woojin Jung,Rutgers University--New Brunswick,https://scholar.google.com/citations?user=JTBBQVkAAAAJ&hl=en&inst=1297495080519272923&oi=sra,https://orcid.org/0000-0001-9179-2573,https://www.researchgate.net/profile/Woojin-Jung,"Global poverty and international aid policy; artificial intelligence and spatial analysis for international development; data-intensive project design, outcome prediction, and impact evaluation; community development policy and practice; social welfare policy, focusing on income transfer, employment, and immigration",,,
Joy (Jeounghee) Kim,Rutgers University--New Brunswick,https://scholar.google.com/citations?hl=en&user=8fGIDm8AAAAJ,https://orcid.org/0000-0001-9305-7142,https://www.researchgate.net/profile/Joy-Kim-16,"low-wage work and nonstandard employment, direct care and service occupations, policy interventions for low-wage labor markets, and policy analysis",,,
Felix Muchomba,Rutgers University--New Brunswick,https://scholar.google.com/citations?hl=en&user=8KXenmoAAAAJ,https://orcid.org/0000-0003-0535-664X,https://www.researchgate.net/profile/Felix-Muchomba,"gender inequality, social and economic development policy, and social determinants of health",,,
Abigail Williams-Butler,Rutgers University--New Brunswick,https://scholar.google.com/citations?hl=en&user=2I-rKYsAAAAJ,https://orcid.org/0000-0002-3594-5501,https://www.researchgate.net/profile/Abigail-Williams-Butler,"understanding the developmental trajectories of children and adolescents in the child welfare and juvenile justice systems. She is particularly interested in using resilience science to identify mechanisms to promote positive developmental outcomes, examining the intersectional nature of child and adolescent development, and identifying innovative approaches towards trauma-informed care for children and youth involved in child-serving systems",,,
Shveta Kumaria,Smith College,n/a,https://orcid.org/0000-0003-0608-4260,https://www.researchgate.net/profile/Shveta-Kumaria,"pedagogy of clinical social work, research on clinician wisdom and influences that matter in early therapist training such as supervision and personal therapy",,,
Ora Nakash,Smith College,https://scholar.google.com/citations?hl=en&user=SrheACEAAAAJ,https://orcid.org/0000-0001-9963-1184,https://www.researchgate.net/profile/Ora-Nakash,"identifying the mechanisms that underlie mental health service disparities as a result of people's social and cultural background and develop evidence-based interventions to reduce the detrimental effects these inequalities have on individuals, families and society at large",,,
Marianne R.M. Yoshioka,Smith College,https://scholar.google.com/citations?hl=en&user=A_9ppwEAAAAJ,,,"addiction, family therapy, HIV/AIDS, family violence in Asian communities, and the design and development of culturally tailored intervention",,,
Anamika Barman Adhikari,University of Denver,https://scholar.google.com/citations?user=hLT9AkAAAAAJ&hl=en&inst=9897619243961157265&oi=ao,https://orcid.org/0000-0002-3985-9520,n/a,"HIV Prevention, Drug Use Prevention, Technology for Health, Social Network Analysis",,,
Michele D. Hanna,University of Denver,https://scholar.google.com/citations?hl=en&user=HFWT7gwAAAAJ,https://orcid.org/0000-0002-2867-8863,https://www.researchgate.net/profile/Anamika-Barman-Adhikari,"child welfare, Foster Care, Adoption, culturally responsive practice, Racial & Ethnic Disproportionality & Disparities, higher education, race and ethnicity, Racial (in)justice, social justice",,,
Amy Sui Jun He,University of Denver,https://scholar.google.com/citations?user=9O4oQW8AAAAJ&hl=en&inst=1297495080519272923&oi=sra,https://orcid.org/0000-0002-2607-1208,n/a,"child welfare, disparities, evidenced-based practice/implementation science, families and family systems, leadership and organizations, marginalized populations, mental and behavioral health",,,
Johnny Kim,University of Denver,https://scholar.google.com/citations?hl=en&user=qA1pnUkAAAAJ,https://orcid.org/0000-0001-7533-1662,https://www.researchgate.net/scientific-contributions/Johnny-S-Kim-46466960,"clinical social work, evidence-based practice/implementation science, intervention research, mental and behavioral health, school social work",,,
Marquisha Lawrence Scott,University of Denver,https://scholar.google.com/citations?hl=en&user=BMSaBugAAAAJ,https://orcid.org/0000-0002-1392-9455,https://www.researchgate.net/profile/Marquisha-Scott,"ensuring that community and nonprofit organizations, especially religious congregations, are equipped to serve their identified communities (e.g. youth, marginalized communities)",,,
Miriam G. Valdovinos,University of Denver,https://scholar.google.com/citations?hl=en&user=qai074MAAAAJ,https://orcid.org/0000-0002-8121-1488,https://www.researchgate.net/profile/Miriam-Valdovinos,"Culturally-responsive interventions addressing, intimate partner violence (IPV)experiences in Latina/xfamilies; Gender-based violence; Social service provisions and help-seeking for undocumented immigrants;feminist studies; community-based participatory research; qualitative methods",,,
Kaipeng Wang,University of Denver,https://scholar.google.com/citations?hl=en&user=MOOmnyAAAAAJ,,https://www.researchgate.net/profile/Kaipeng-Wang,"aging and gerontology, disparities, race and ethnicity, research methods",,,
Haksoon Ahn,University of Maryland--Baltimore,n/a,https://orcid.org/0000-0003-0467-8196,https://www.researchgate.net/profile/Haksoon-Ahn-2,"Child welfare and family welfare, Quality assurance (QA) and continuous quality improvement (CQI) in child welfare, Family-centered Practice (FCP), Foster parents, Welfare policy, poverty, inequality, Temporary Assistance for Needy Families (TANF), and child care, ",,,
David Camacho,University of Maryland--Baltimore,n/a,n/a,https://www.researchgate.net/profile/David-Camacho-4,"Racial and sexual minority older adults’ physical and mental health in the US and Latin America, particularly: 1) chronic pain, 2) loneliness, 3) cognitive functioning, and 4) implementation science",,,
Christabel Cheung,University of Maryland--Baltimore,https://scholar.google.com/citations?hl=en&user=UvCMAmAAAAAJ,https://orcid.org/0000-0003-0721-7053,https://www.researchgate.net/profile/Christabel-Cheung,Psychosocial oncology; adolescent and young adult (AYA) oncology; financial hardship; social determinants of health; health disparities; health equity; patient engagement in research; and embodied research,,,
Jaih Craddock,University of Maryland--Baltimore,https://scholar.google.com/citations?hl=en&user=G42pp4UAAAAJ,https://orcid.org/0000-0001-5395-6071,n/a,Social Influences; Decision-making; Social Network Analysis; HIV/AIDS; Sexual Health within Black Communities; Sexual and Reproductive Health and Justice; Multimedia-based Intervention Development  ,,,
Nadine Finigan-Carr,University of Maryland--Baltimore,https://scholar.google.com/citations?hl=en&user=rHLVN3kAAAAJ,https://orcid.org/0000-0002-6290-1475,https://www.researchgate.net/profile/Nadine-Finigan-Carr,"Public Health Social Work, Adolescent Risk Behaviors – sexual reproductive health, aggression and violence, substance use, Child Sex Trafficking, Parent Engagement",,,
Brenda Jones Harden,University of Maryland--Baltimore,https://scholar.google.com/citations?user=-aVRPkIAAAAJ&hl=en&inst=1297495080519272923&oi=ao,https://orcid.org/0000-0001-8349-0401,n/a,"Developmental and mental health needs of young children at environmental risk, including effects of trauma and poverty; child maltreatment; child welfare intervention; home visitation; early childhood intervention; parenting programs; prevention programs",,,
Ericka Lewis,University of Maryland--Baltimore,https://scholar.google.com/citations?user=VgzcCDIAAAAJ&hl=en&inst=1297495080519272923&oi=ao,https://orcid.org/0000-0001-5272-5335,https://www.researchgate.net/profile/Ericka-Lewis,"Child Neglect, Parent Training, Mental Health Services, Prevention Research, Implementation of Evidence-Based Interventions",,,
Nalini Negi,University of Maryland--Baltimore,https://scholar.google.com/citations?user=EModK6MAAAAJ&hl=en&inst=1297495080519272923&oi=ao,n/a,https://www.researchgate.net/profile/Nalini-Negi,Migration; Substance Abuse; Mental Health of Latino Immigrants; Ethnic/Racial Identity; Culturally Competent Social Work Practice,,,
Theda Rose,University of Maryland--Baltimore,https://scholar.google.com/citations?user=9NANQEIAAAAJ&hl=en&inst=1297495080519272923&oi=ao,n/a,https://www.researchgate.net/profile/Theda-Rose,Adolescent Mental Health Promotion; Measurement of Adolescent Mental Wellbeing; School and Community-based Adolescent Mental Health Promotion Interventions; Positive Youth Development; Program Evaluation; Public Health Social Work,,,
Wendy Shaia,University of Maryland--Baltimore,https://scholar.google.com/citations?user=l_YJP_QAAAAJ&hl=en&inst=1297495080519272923&oi=sra,https://orcid.org/0000-0003-3993-9317,https://www.researchgate.net/profile/Wendy-Shaia,Race and equity; Poverty and social justice; Black and African-American children with autism; Single parenting children of color; Organizational development.,,,
Darren Whitfield,University of Maryland--Baltimore,https://scholar.google.com/citations?user=8pqV1joAAAAJ&hl=en&inst=1297495080519272923&oi=ao,https://orcid.org/0000-0001-9231-7803,https://www.researchgate.net/profile/Darren-Whitfield-3,"HIV prevention, LGBTQ Health Disparities, Intersectionality, Racial/ethnic Disparities",,,
Kyndra Cleveland,University of Pittsburgh,n/a,https://orcid.org/0000-0003-0226-0706,https://www.researchgate.net/profile/Kyndra-Cleveland,"Improving Juvenile Dependency practice, policy, and decision-making by promoting fair practices, participant voice, family-based outcomes, and social justice",,,
